num1,num2,lift,joint_prob,both_count,expected_prob
1,5,1.1729052197802197,0.03542673107890499,22,0.030204257327410725
4,29,1.1719268562504066,0.04669887278582931,29,0.03984794147925143
33,34,1.1669276542436582,0.03864734299516908,24,0.033118885180776936
21,23,1.1599137931034482,0.04186795491143317,26,0.036095747080834246
12,23,1.1589939566299325,0.033816425120772944,21,0.02917739555700768
34,35,1.1588909624100239,0.04508856682769726,28,0.03890665152304864
21,37,1.1555825242718447,0.037037037037037035,23,0.03205053404591317
28,30,1.153050397877984,0.04508856682769726,28,0.0391037260042371
7,11,1.1459130672498632,0.043478260869565216,27,0.03794202379933669
7,10,1.1440677966101693,0.040257648953301126,25,0.0351881672332558
6,36,1.1414634146341462,0.04186795491143317,26,0.03667919126856325
26,32,1.1400472069236822,0.04508856682769726,28,0.03954973667218994
26,34,1.1400472069236822,0.04508856682769726,28,0.03954973667218994
21,26,1.1359756097560976,0.043478260869565216,27,0.03827393871502252
23,25,1.1324602122015917,0.03542673107890499,22,0.031282980803389676
17,20,1.1233041905336147,0.03864734299516908,24,0.03440505547905954
13,22,1.1228302796528447,0.04830917874396135,30,0.043024470945775994
3,10,1.1189189189189188,0.037037037037037035,23,0.03310073358382537
3,16,1.1189189189189188,0.033816425120772944,21,0.030222408924362294
10,28,1.1172413793103448,0.03864734299516908,24,0.034591757619132815
18,20,1.1123831775700936,0.037037037037037035,23,0.03329521497973503
3,35,1.1096716551262005,0.03864734299516908,24,0.034827728379503216
13,37,1.1082952598515134,0.040257648953301126,25,0.036323938585368254
25,33,1.1014749813293505,0.030595813204508857,19,0.027777129506458074
19,35,1.0997638724911452,0.03864734299516908,24,0.03514149169823748
14,27,1.0963983050847457,0.040257648953301126,25,0.036718087547745186
14,25,1.0947115384615382,0.03542673107890499,22,0.03236170427936864
12,36,1.0930349509680664,0.033816425120772944,21,0.03093810046130987
7,30,1.093024771838331,0.043478260869565216,27,0.03977792817672395
2,20,1.0917923568057741,0.030595813204508857,19,0.028023472607943654
28,37,1.0914797455641112,0.033816425120772944,21,0.030982182911049393
7,23,1.0888369374634714,0.03864734299516908,24,0.03549415129615368
17,18,1.0850806451612902,0.04186795491143317,26,0.03858510894847799
8,29,1.0848619229993952,0.04186795491143317,26,0.03859288820431438
15,22,1.0830136030694104,0.04830917874396135,30,0.044606252965841295
1,31,1.0818815331010452,0.03864734299516908,24,0.03572234280068769
10,30,1.0799999999999998,0.04186795491143317,26,0.03876662491799368
33,36,1.0783802983660906,0.03542673107890499,22,0.03285179739706099
13,26,1.0765781922525108,0.04669887278582931,29,0.04337713054369219
29,34,1.0761130365235936,0.04186795491143317,26,0.03890665152304864
2,18,1.0759900990099007,0.033816425120772944,21,0.031428193579002235
2,21,1.0759900990099007,0.033816425120772944,21,0.031428193579002235
3,5,1.0758835758835759,0.0322061191626409,20,0.029934576458415987
2,37,1.0744977410362395,0.028985507246376812,18,0.02697586615531025
19,32,1.0731566820276497,0.03864734299516908,24,0.03601276835191279
27,33,1.0729800888596346,0.033816425120772944,21,0.031516358478481284
3,6,1.0702702702702702,0.03542673107890499,22,0.03310073358382537
17,33,1.0696836830566865,0.03542673107890499,22,0.033118885180776936
26,27,1.069656883009508,0.040257648953301126,25,0.037636039736438816
5,8,1.0680112570356475,0.03542673107890499,22,0.033170746886352846
8,25,1.0680112570356475,0.03542673107890499,22,0.033170746886352846
12,21,1.0670103092783503,0.0322061191626409,20,0.030183512645180363
15,23,1.0630961115187088,0.04508856682769726,28,0.04241250281998024
4,10,1.062992125984252,0.040257648953301126,25,0.0378720104968092
5,27,1.0626629726205996,0.033816425120772944,21,0.03182234254137916
24,27,1.0621987249261389,0.03542673107890499,22,0.03335226285586854
27,32,1.0610306178239475,0.040257648953301126,25,0.03794202379933669
14,22,1.060450819672131,0.040257648953301126,25,0.03796276848156706
2,23,1.0600887674974393,0.0322061191626409,20,0.030380587126368826
4,12,1.058608653299781,0.033816425120772944,21,0.03194421754948255
2,22,1.058350917058919,0.033816425120772944,21,0.03195199680531894
12,29,1.058192042259521,0.0322061191626409,20,0.030435041917223533
9,22,1.0557377049180328,0.04508856682769726,28,0.04270811454176294
3,22,1.0547186530793087,0.037037037037037035,23,0.03511556084544953
13,30,1.053733031674208,0.04830917874396135,30,0.045845747729105574
8,14,1.0518292682926829,0.040257648953301126,25,0.03827393871502252
1,28,1.051570197044335,0.03542673107890499,22,0.033689363942111965
10,33,1.0485436893203886,0.0322061191626409,20,0.030715095127333447
29,37,1.046377276739148,0.033816425120772944,21,0.032317621829629106
3,26,1.04614370468029,0.037037037037037035,23,0.03540339331139583
3,36,1.04614370468029,0.037037037037037035,23,0.03540339331139583
6,32,1.0451612903225806,0.03864734299516908,24,0.03697739607562474
10,17,1.0451612903225806,0.03864734299516908,24,0.03697739607562474
8,23,1.0445752733389402,0.03864734299516908,24,0.036998140757855104
26,28,1.0445752733389402,0.03864734299516908,24,0.036998140757855104
7,35,1.0438436755848157,0.03864734299516908,24,0.03702407161064306
23,27,1.0434687317358269,0.037037037037037035,23,0.03549415129615368
27,28,1.0434687317358269,0.037037037037037035,23,0.03549415129615368
11,21,1.0433467741935483,0.040257648953301126,25,0.03858510894847799
17,21,1.0433467741935483,0.040257648953301126,25,0.03858510894847799
4,22,1.0420808054730863,0.04186795491143317,26,0.04017726330965846
8,13,1.039454806312769,0.04508856682769726,28,0.04337713054369219
5,10,1.0384615384615383,0.0322061191626409,20,0.03101329993439494
15,26,1.0384016606123507,0.04669887278582931,29,0.04497187799015146
3,34,1.0377070619006104,0.037037037037037035,23,0.035691225777342135
1,8,1.0368031358885017,0.037037037037037035,23,0.03572234280068769
5,35,1.036315956770502,0.033816425120772944,21,0.032631385148363376
11,23,1.03615127919911,0.03864734299516908,24,0.03729893865019539
4,27,1.0359669024422793,0.040257648953301126,25,0.03885997598803032
24,29,1.035863219349458,0.03542673107890499,22,0.03420020174203469
14,21,1.035,0.03864734299516908,24,0.03734042801465612
6,14,1.035,0.037037037037037035,23,0.03578457684737878
16,33,1.0335644937586685,0.028985507246376812,18,0.02804421729017402
12,34,1.0325906218822747,0.0322061191626409,20,0.03118962973335304
31,37,1.0293630120767228,0.033816425120772944,21,0.03285179739706099
12,19,1.0289027982326953,0.028985507246376812,18,0.028171278468835003
13,14,1.027389705882353,0.043478260869565216,27,0.0423191517499436
13,21,1.027389705882353,0.043478260869565216,27,0.0423191517499436
9,33,1.0271844660194176,0.037037037037037035,23,0.03605685080165231
14,23,1.0260775862068965,0.037037037037037035,23,0.036095747080834246
19,30,1.0236263736263735,0.03864734299516908,24,0.03775532165926341
19,37,1.0227981969486826,0.030595813204508857,19,0.02991383177618562
32,37,1.0210616974632007,0.033816425120772944,21,0.033118885180776936
24,31,1.019019914969792,0.03542673107890499,22,0.03476549433281212
11,26,1.0178992918961447,0.040257648953301126,25,0.03954973667218994
1,18,1.0165178571428573,0.03542673107890499,22,0.034851066147012374
23,28,1.015309155766944,0.03542673107890499,22,0.034892555511473106
1,25,1.012963598901099,0.030595813204508857,19,0.030204257327410725
19,25,1.012963598901099,0.030595813204508857,19,0.030204257327410725
1,6,1.0125,0.033816425120772944,21,0.03339893839088686
25,27,1.0120599739243805,0.0322061191626409,20,0.03182234254137916
4,23,1.0116752647298397,0.03864734299516908,24,0.038201332327216245
5,30,1.0105029585798815,0.03542673107890499,22,0.03505851296931602
15,24,1.0101503025570953,0.040257648953301126,25,0.03985312764980902
9,36,1.0097560975609756,0.043478260869565216,27,0.04305818105440033
6,8,1.0097560975609756,0.037037037037037035,23,0.03667919126856325
6,20,1.0093457943925235,0.0322061191626409,20,0.03190791435557941
21,33,1.0048543689320388,0.0322061191626409,20,0.03205053404591317
